epoch     train_loss  train_accuracy  train_top_k_accuracy  valid_loss  valid_accuracy  valid_top_k_accuracy  time    
0         1.599432    0.532072        0.753289              0.398601    0.872800        0.988200              00:08     
1         0.872358    0.875000        0.990954              0.286695    0.909800        0.994400              00:07     
2         0.586350    0.921053        0.991571              0.303166    0.906800        0.991600              00:07     
3         0.429211    0.938322        0.994655              0.259518    0.917800        0.994600              00:07     
4         0.323346    0.958265        0.996094              0.238134    0.935600        0.993600              00:07     
5         0.256107    0.959293        0.997533              0.258624    0.924200        0.995800              00:07     
6         0.212793    0.962788        0.997122              0.214674    0.934600        0.995800              00:07     
7         0.177706    0.965461        0.998150              0.228534    0.935200        0.994600              00:07     
8         0.161383    0.960938        0.998150              0.197437    0.938600        0.997200              00:07     
9         0.143348    0.968339        0.997944              0.182934    0.947200        0.996600              00:07     
10        0.131532    0.969778        0.996299              0.191098    0.947200        0.996200              00:07     
11        0.126910    0.964227        0.997738              0.226514    0.935400        0.996000              00:07     
12        0.122677    0.966283        0.998355              0.228568    0.933800        0.994000              00:07     
13        0.115972    0.969984        0.999383              0.198307    0.944200        0.995200              00:07     
14        0.110845    0.966900        0.997738              0.228256    0.934800        0.996400              00:07     
15        0.100946    0.975123        0.999178              0.217130    0.939400        0.994600              00:07     
16        0.095519    0.975946        0.998150              0.255304    0.929800        0.995800              00:07     
17        0.087961    0.975329        0.997944              0.215218    0.946000        0.995200              00:07     
18        0.090256    0.972039        0.997944              0.249476    0.932600        0.993800              00:07     
19        0.095393    0.970189        0.998150              0.226858    0.938800        0.994800              00:07     
20        0.102797    0.967722        0.996299              0.215513    0.938600        0.995800              00:07     
21        0.103233    0.971423        0.997533              0.204319    0.940800        0.997000              00:07     
22        0.095312    0.978824        0.998561              0.220807    0.937200        0.995400              00:07     
23        0.093521    0.974095        0.998150              0.245533    0.935600        0.996000              00:07     
24        0.086760    0.979852        0.997944              0.206869    0.947400        0.993600              00:07     
25        0.087675    0.974712        0.997327              0.187121    0.948800        0.995400              00:07     
26        0.083292    0.978824        0.998561              0.185516    0.950200        0.997200              00:07     
27        0.084359    0.976768        0.998150              0.249525    0.931200        0.995600              00:07     
28        0.083781    0.975740        0.998355              0.254099    0.931000        0.993400              00:07     
29        0.083261    0.976151        0.998561              0.211516    0.944800        0.995600              00:07     
30        0.081500    0.977796        0.998150              0.220963    0.936200        0.996200              00:07     
31        0.075679    0.980263        0.998355              0.235015    0.939000        0.993200              00:07     
32        0.073384    0.981086        0.998561              0.223281    0.936800        0.995400              00:07     
33        0.076496    0.973890        0.998150              0.327788    0.915600        0.994200              00:07     
34        0.078226    0.973067        0.998355              0.223850    0.939400        0.994400              00:07     
35        0.080648    0.975329        0.997738              0.226079    0.942400        0.994400              00:07     
36        0.082381    0.973273        0.999178              0.266024    0.931400        0.992800              00:07     
37        0.080254    0.977796        0.999178              0.206877    0.945000        0.997000              00:07     
38        0.079459    0.979235        0.997738              0.222308    0.937200        0.994800              00:07     
39        0.074905    0.980674        0.998972              0.197544    0.949600        0.994000              00:07     
40        0.070288    0.982525        0.998150              0.251412    0.934200        0.994400              00:07     
41        0.065015    0.982113        0.998766              0.252315    0.941600        0.993800              00:07     
42        0.063260    0.983347        0.998355              0.285867    0.935200        0.993200              00:07     
43        0.060989    0.982936        0.999178              0.310050    0.919600        0.990800              00:07     
44        0.060676    0.981086        0.998355              0.298324    0.926800        0.991000              00:07     
45        0.060345    0.983347        0.998561              0.238409    0.938800        0.993000              00:07     
46        0.060587    0.982730        0.998972              0.248970    0.931400        0.994000              00:07     
47        0.065222    0.978618        0.998355              0.226590    0.938800        0.993000              00:07     
48        0.063611    0.983141        0.998561              0.218903    0.949000        0.993800              00:07     
49        0.062321    0.983553        0.998766              0.228897    0.943600        0.995200              00:07     
50        0.060128    0.983553        0.998766              0.223742    0.941800        0.996800              00:07     
51        0.069878    0.970395        0.998561              0.272174    0.931200        0.992600              00:07     
52        0.068738    0.981908        0.998150              0.230283    0.937400        0.993800              00:07     
53        0.063780    0.984992        0.999589              0.246500    0.939000        0.994200              00:07     
54        0.064473    0.981702        0.997944              0.241437    0.936200        0.992200              00:07     
55        0.063367    0.981291        0.998972              0.317401    0.922200        0.991800              00:07     
56        0.065296    0.979235        0.998561              0.244175    0.937800        0.993400              00:07     
57        0.064292    0.979646        0.999794              0.211653    0.945000        0.995400              00:07     
58        0.063348    0.981908        0.998150              0.240591    0.939400        0.993600              00:07     
59        0.057573    0.987048        0.999589              0.231710    0.941200        0.994800              00:07     
60        0.057340    0.982319        0.999383              0.232064    0.944200        0.991800              00:07     
61        0.054283    0.985609        0.999178              0.333938    0.923200        0.994000              00:07     
62        0.056033    0.981086        0.998766              0.293256    0.936000        0.994000              00:07     
63        0.059044    0.981908        0.998150              0.292535    0.929800        0.994200              00:07     
64        0.059264    0.981497        0.998150              0.230235    0.937600        0.994600              00:07     
65        0.058283    0.983964        0.998355              0.222384    0.941800        0.994000              00:07     
66        0.055565    0.986431        0.999178              0.227930    0.940400        0.994400              00:07     
67        0.055665    0.983964        0.998972              0.273473    0.934200        0.993400              00:07     
68        0.052102    0.987253        0.999383              0.266278    0.938400        0.994600              00:07     
69        0.051451    0.986431        0.999383              0.279542    0.932200        0.992200              00:07     
70        0.052040    0.983758        0.999178              0.245248    0.941000        0.992000              00:07     
71        0.050994    0.986020        0.998766              0.257568    0.938200        0.992800              00:07     
72        0.052137    0.984992        0.999178              0.244170    0.941000        0.992600              00:07     
73        0.052435    0.984786        0.999383              0.232581    0.945800        0.993200              00:07     
74        0.058196    0.981086        0.998150              0.259752    0.938600        0.994600              00:07     
75        0.062391    0.979030        0.998150              0.280994    0.931200        0.988600              00:07     
76        0.058299    0.983964        0.999178              0.276142    0.939800        0.993400              00:07     
77        0.059469    0.980674        0.999589              0.275020    0.935200        0.990600              00:07     
78        0.056589    0.984169        0.999383              0.269599    0.936000        0.992800              00:07     
79        0.052964    0.987870        0.999589              0.207621    0.950600        0.994000              00:07     
80        0.055167    0.982730        0.999178              0.289834    0.932200        0.991800              00:07     
81        0.059154    0.981086        0.998150              0.255115    0.933000        0.992400              00:07     
82        0.054352    0.986431        0.998972              0.250700    0.938800        0.992400              00:07     
83        0.053464    0.984375        0.998355              0.299350    0.930000        0.992000              00:06     
84        0.051883    0.986020        0.998972              0.259227    0.935400        0.994600              00:07     
85        0.049691    0.986225        0.999589              0.306627    0.930000        0.993400              00:07     
86        0.045351    0.990337        0.999383              0.258153    0.938000        0.991600              00:07     
87        0.046245    0.985814        0.998766              0.347022    0.918800        0.990000              00:07     
88        0.047732    0.984581        0.998561              0.260033    0.939200        0.991600              00:07     
89        0.048331    0.984375        0.998355              0.247407    0.944600        0.995200              00:07     
90        0.051812    0.984992        0.999589              0.232488    0.937400        0.995200              00:07     
91        0.050149    0.986225        1.000000              0.236984    0.942600        0.993600              00:07     
92        0.047514    0.988281        0.999178              0.255002    0.936400        0.992000              00:07     
93        0.043062    0.990543        0.998972              0.269599    0.938800        0.993400              00:07     
94        0.046234    0.984581        0.999589              0.309622    0.927200        0.992800              00:07     
95        0.044946    0.987664        0.999383              0.254289    0.940200        0.993800              00:07     
96        0.045729    0.986431        0.999589              0.328514    0.934400        0.990800              00:07     
97        0.050481    0.983758        0.998561              0.267328    0.938000        0.992200              00:07     
98        0.050135    0.987253        0.999383              0.234101    0.940000        0.994400              00:07     
99        0.047867    0.986225        0.999794              0.284773    0.936400        0.992200              00:07     
100       0.043598    0.989309        0.999589              0.326564    0.927800        0.991200              00:07     
101       0.050123    0.982113        0.998561              0.272828    0.931000        0.990400              00:07     
102       0.045307    0.989104        0.999589              0.262438    0.930600        0.993400              00:07     
103       0.047698    0.986225        0.999178              0.292148    0.925600        0.990600              00:07     
104       0.045111    0.988692        0.999383              0.204518    0.949000        0.994800              00:07     
105       0.044510    0.987870        0.999178              0.304815    0.926200        0.988800              00:07     
