epoch     train_loss  train_accuracy  train_top_k_accuracy  valid_loss  valid_accuracy  valid_top_k_accuracy  time    
0         2.419165    0.210337        0.571915              1.765393    0.442000        0.825400              00:09     
1         1.552391    0.551482        0.892027              0.908508    0.712600        0.960800              00:07     
2         1.057057    0.705729        0.950120              0.875612    0.723800        0.959200              00:07     
3         0.780500    0.777244        0.967548              0.610402    0.803800        0.981000              00:07     
4         0.654951    0.813101        0.974159              0.559617    0.824600        0.978000              00:07     
5         0.578768    0.831330        0.977564              0.577383    0.820600        0.976800              00:07     
6         0.538351    0.834736        0.979968              0.472687    0.855800        0.985200              00:07     
7         0.466166    0.859175        0.982572              0.542004    0.829600        0.982000              00:07     
8         0.460688    0.864583        0.986979              0.415286    0.870600        0.987600              00:07     
9         0.412037    0.881811        0.989984              0.500658    0.846600        0.976800              00:08     
10        0.414632    0.871795        0.988982              0.379216    0.885200        0.988400              00:07     
11        0.387486    0.886619        0.988582              0.429534    0.867800        0.987600              00:08     
12        0.355540    0.888822        0.988582              0.463985    0.861600        0.986000              00:07     
13        0.334769    0.901843        0.989984              0.409604    0.877000        0.986000              00:07     
14        0.344635    0.889824        0.988982              0.422805    0.870400        0.983400              00:07     
15        0.313229    0.902444        0.991787              0.396215    0.880000        0.989000              00:07     
16        0.322608    0.903646        0.991987              0.446165    0.860200        0.987400              00:08     
17        0.303541    0.909054        0.995393              0.376574    0.886000        0.989000              00:07     
18        0.274008    0.917067        0.992788              0.436620    0.869800        0.986200              00:07     
19        0.289570    0.910457        0.992388              0.373440    0.887600        0.990200              00:07     
20        0.282536    0.916466        0.991987              0.390795    0.883000        0.987400              00:07     
21        0.250729    0.925481        0.994591              0.442996    0.869200        0.983800              00:08     
22        0.263111    0.918870        0.993389              0.397116    0.880800        0.988600              00:07     
23        0.246556    0.926883        0.993590              0.389195    0.889200        0.987800              00:08     
24        0.256785    0.923277        0.994992              0.371846    0.891000        0.988800              00:07     
25        0.256173    0.920272        0.991386              0.330353    0.900800        0.990600              00:08     
26        0.237379    0.930489        0.995793              0.351476    0.887800        0.990400              00:08     
27        0.241512    0.927083        0.994191              0.454409    0.867800        0.988600              00:08     
28        0.225943    0.929888        0.994792              0.425067    0.875200        0.986200              00:07     
29        0.221660    0.932292        0.993990              0.388558    0.886000        0.987400              00:07     
30        0.224942    0.930489        0.995994              0.411011    0.880800        0.987800              00:07     
31        0.244972    0.924880        0.994391              0.405294    0.879600        0.988000              00:08     
32        0.217952    0.935096        0.995593              0.440536    0.876400        0.986600              00:07     
33        0.219135    0.937700        0.995192              0.538434    0.848000        0.981800              00:08     
34        0.210140    0.937901        0.995593              0.351548    0.894200        0.989400              00:08     
35        0.215122    0.938101        0.993790              0.363068    0.890800        0.989400              00:08     
36        0.193205    0.942107        0.994992              0.370371    0.896800        0.991200              00:07     
37        0.215465    0.936298        0.994591              0.401179    0.885200        0.987600              00:08     
38        0.196324    0.943910        0.995793              0.454104    0.874600        0.984400              00:07     
39        0.191471    0.942308        0.995393              0.365506    0.892200        0.990600              00:08     
40        0.193104    0.941907        0.995994              0.451453    0.878400        0.986800              00:07     
41        0.195623    0.946114        0.995593              0.399695    0.888600        0.985400              00:08     
42        0.191942    0.940304        0.995393              0.360086    0.900400        0.987000              00:07     
43        0.182813    0.949119        0.995793              0.382715    0.890400        0.987400              00:08     
44        0.168670    0.946314        0.996995              0.435816    0.883000        0.985600              00:07     
45        0.171864    0.951923        0.995793              0.526145    0.857400        0.985000              00:08     
46        0.172844    0.947516        0.996795              0.394851    0.887400        0.986200              00:08     
47        0.199280    0.938702        0.995593              0.427117    0.874800        0.988200              00:07     
48        0.172979    0.949319        0.995793              0.466615    0.875400        0.987200              00:08     
49        0.180990    0.941907        0.995793              0.437189    0.875000        0.984800              00:08     
50        0.167758    0.953325        0.996595              0.343788    0.902000        0.991000              00:07     
51        0.163325    0.952123        0.995192              0.381198    0.894200        0.989800              00:08     
52        0.178945    0.943910        0.995994              0.449166    0.883600        0.986000              00:08     
53        0.163932    0.952324        0.995994              0.407536    0.889600        0.987200              00:07     
54        0.159893    0.950321        0.995393              0.384997    0.901200        0.987400              00:08     
55        0.167362    0.953125        0.996394              0.381820    0.894800        0.989200              00:07     
56        0.154994    0.952724        0.995393              0.478185    0.880200        0.987600              00:08     
57        0.158447    0.950521        0.996995              0.443875    0.886200        0.983600              00:07     
58        0.147028    0.957532        0.997196              0.393794    0.896000        0.985800              00:08     
59        0.173886    0.948117        0.994391              0.444483    0.876600        0.984800              00:08     
60        0.151906    0.955929        0.997396              0.468554    0.874400        0.987200              00:08     
61        0.160187    0.949519        0.995192              0.401562    0.889600        0.990000              00:07     
62        0.155591    0.956130        0.995393              0.446274    0.879000        0.985200              00:07     
63        0.155990    0.955729        0.997596              0.465584    0.877000        0.986000              00:07     
64        0.164477    0.950521        0.995192              0.404865    0.897400        0.988200              00:08     
65        0.150294    0.955329        0.997196              0.392225    0.887800        0.990400              00:08     
66        0.134486    0.961138        0.996995              0.374413    0.898000        0.987600              00:08     
67        0.148668    0.954127        0.995994              0.361561    0.898400        0.988800              00:08     
68        0.164887    0.948317        0.995994              0.554161    0.847200        0.982000              00:08     
69        0.148552    0.955529        0.995793              0.412291    0.886400        0.988600              00:08     
70        0.140086    0.957933        0.996795              0.408997    0.892000        0.987600              00:08     
71        0.132903    0.962740        0.997997              0.436657    0.889800        0.986000              00:08     
72        0.144967    0.954728        0.996394              0.414077    0.891800        0.987200              00:08     
73        0.136475    0.961338        0.997196              0.357217    0.897400        0.987600              00:08     
74        0.137093    0.959135        0.996194              0.461414    0.880400        0.985800              00:08     
75        0.140140    0.957131        0.996795              0.427120    0.883400        0.986400              00:08     
76        0.139253    0.958934        0.996995              0.406286    0.887600        0.988000              00:08     
77        0.121516    0.965345        0.997396              0.392214    0.900400        0.987000              00:08     
78        0.130372    0.960537        0.995994              0.389187    0.899600        0.990000              00:08     
79        0.134629    0.956731        0.996795              0.358565    0.900600        0.989200              00:08     
80        0.127390    0.960737        0.997196              0.443559    0.885800        0.987800              00:08     
81        0.134183    0.957332        0.996995              0.447686    0.879600        0.988400              00:08     
82        0.128023    0.962941        0.995793              0.370661    0.899200        0.988400              00:08     
83        0.133553    0.962340        0.996394              0.371563    0.893400        0.989000              00:08     
84        0.132886    0.963141        0.997596              0.387243    0.899600        0.989000              00:08     
85        0.141940    0.959535        0.994992              0.390213    0.898600        0.988800              00:08     
86        0.121744    0.964543        0.997396              0.471958    0.885200        0.981400              00:08     
87        0.118500    0.961939        0.997396              0.432320    0.891400        0.986400              00:08     
88        0.128285    0.961138        0.996995              0.528431    0.865600        0.983200              00:08     
89        0.113015    0.967348        0.997396              0.397265    0.895800        0.988800              00:08     
90        0.129985    0.960136        0.997596              0.420883    0.896000        0.987600              00:08     
91        0.124038    0.964143        0.996194              0.473763    0.880200        0.984000              00:09     
92        0.120067    0.965345        0.997596              0.385501    0.904400        0.988400              00:08     
93        0.123731    0.965545        0.997796              0.417379    0.883000        0.983200              00:09     
94        0.117238    0.963742        0.996394              0.442637    0.881800        0.985400              00:09     
95        0.126524    0.960737        0.997196              0.363843    0.905400        0.988400              00:09     
96        0.122204    0.964944        0.995793              0.438193    0.884800        0.987400              00:08     
97        0.116135    0.967748        0.997796              0.423318    0.903200        0.988800              00:08     
98        0.128675    0.961138        0.996795              0.385175    0.896800        0.987800              00:08     
99        0.124732    0.965545        0.996394              0.400129    0.893200        0.987400              00:08     
100       0.116915    0.965345        0.996995              0.446012    0.881600        0.985200              00:08     
101       0.118114    0.966146        0.998197              0.405547    0.894800        0.986200              00:08     
102       0.118687    0.967147        0.996995              0.393248    0.896200        0.987400              00:08     
103       0.118797    0.965545        0.997997              0.391558    0.896800        0.987600              00:08     
104       0.098751    0.971755        0.998598              0.404775    0.897000        0.986000              00:08     
105       0.103633    0.970152        0.997796              0.421487    0.893800        0.986800              00:08     
106       0.108483    0.967548        0.997196              0.410210    0.896400        0.990000              00:08     
107       0.113837    0.966747        0.997796              0.365273    0.902200        0.989200              00:08     
108       0.119523    0.965545        0.997596              0.379712    0.901400        0.987400              00:08     
109       0.104173    0.972556        0.997396              0.362135    0.908800        0.988600              00:08     
110       0.099379    0.971154        0.997596              0.422829    0.904600        0.987800              00:08     
111       0.108138    0.966146        0.997997              0.453458    0.890200        0.985600              00:08     
112       0.120160    0.961538        0.997796              0.390382    0.894200        0.989200              00:08     
113       0.108692    0.964744        0.998598              0.598637    0.861800        0.980600              00:08     
114       0.113949    0.963942        0.998798              0.375286    0.901400        0.987600              00:08     
115       0.102479    0.971955        0.996995              0.457737    0.888800        0.985800              00:08     
116       0.108873    0.968149        0.997997              0.419562    0.890800        0.986600              00:08     
117       0.107584    0.968149        0.997796              0.387028    0.906200        0.987800              00:08     
118       0.093336    0.970753        0.997196              0.516685    0.883400        0.984400              00:08     
119       0.103605    0.968349        0.996795              0.466085    0.887000        0.986800              00:08     
120       0.106274    0.970152        0.997396              0.412830    0.894200        0.987400              00:08     
121       0.090972    0.971554        0.998197              0.364014    0.908600        0.990400              00:08     
122       0.118566    0.965345        0.996995              0.393919    0.894200        0.985800              00:08     
123       0.103647    0.967748        0.997396              0.409059    0.895200        0.988200              00:08     
124       0.095135    0.971354        0.998598              0.435140    0.896200        0.988000              00:08     
125       0.092159    0.970553        0.997396              0.439062    0.895800        0.986200              00:08     
126       0.104828    0.966546        0.996595              0.522949    0.878000        0.986600              00:08     
127       0.090726    0.970353        0.998197              0.390957    0.902000        0.989400              00:08     
128       0.095352    0.970753        0.998197              0.418089    0.899600        0.989600              00:08     
129       0.107479    0.965745        0.997596              0.430911    0.899200        0.988400              00:08     
130       0.102970    0.966947        0.997997              0.363976    0.908400        0.988600              00:08     
131       0.097431    0.969551        0.998798              0.463158    0.891600        0.985200              00:08     
132       0.120538    0.962740        0.996995              0.408698    0.896000        0.990200              00:08     
133       0.094103    0.975561        0.997596              0.386212    0.902200        0.988400              00:08     
134       0.094100    0.975962        0.998397              0.480945    0.873000        0.987000              00:08     
135       0.098950    0.968349        0.997596              0.463469    0.892800        0.987000              00:08     
136       0.085471    0.975160        0.997396              0.392765    0.903600        0.988000              00:08     
137       0.096195    0.973357        0.996795              0.418256    0.899600        0.985400              00:08     
138       0.105151    0.968950        0.995994              0.525401    0.875600        0.983400              00:08     
139       0.100972    0.969551        0.997396              0.406990    0.899000        0.988600              00:08     
140       0.094403    0.970353        0.997796              0.473895    0.885600        0.984400              00:08     
141       0.084770    0.973558        0.997997              0.437358    0.895600        0.988000              00:08     
142       0.101931    0.968349        0.998197              0.419814    0.894400        0.989800              00:08     
143       0.091639    0.970553        0.998397              0.466498    0.886800        0.986600              00:08     
144       0.093519    0.973157        0.998197              0.436688    0.889600        0.984200              00:08     
145       0.086234    0.973758        0.998197              0.483039    0.889000        0.982800              00:08     
146       0.096612    0.970954        0.998998              0.482412    0.885400        0.984200              00:08     
147       0.099739    0.969952        0.998998              0.422777    0.893600        0.986200              00:08     
148       0.074463    0.980369        0.997796              0.472789    0.894200        0.987200              00:08     
149       0.092908    0.971154        0.998197              0.504275    0.873800        0.983800              00:08     
150       0.085656    0.973958        0.998397              0.489925    0.889200        0.984400              00:08     
151       0.097465    0.969151        0.997596              0.422448    0.897600        0.988800              00:08     
152       0.083036    0.976963        0.998798              0.464870    0.886200        0.985600              00:08     
153       0.086596    0.973558        0.998397              0.487144    0.884000        0.984000              00:08     
154       0.091321    0.974359        0.998197              0.418056    0.895200        0.984200              00:08     
155       0.082026    0.976963        0.998197              0.408436    0.899800        0.987800              00:08     
156       0.091958    0.972155        0.998397              0.367138    0.897600        0.986800              00:08     
157       0.088958    0.974960        0.999199              0.459380    0.898800        0.986600              00:08     
158       0.081603    0.975962        0.998397              0.393775    0.899000        0.989400              00:08     
159       0.096851    0.971354        0.998197              0.371749    0.902600        0.987600              00:08     
160       0.099097    0.971955        0.997997              0.355415    0.902000        0.988600              00:08     
161       0.096959    0.970954        0.998397              0.443162    0.889400        0.983200              00:08     
162       0.094637    0.972155        0.998197              0.417976    0.889400        0.985000              00:08     
163       0.078477    0.977163        0.998598              0.434389    0.896600        0.985800              00:08     
164       0.090076    0.973558        0.998598              0.405718    0.895800        0.985200              00:08     
165       0.095213    0.971955        0.997997              0.429949    0.888400        0.981800              00:08     
166       0.093164    0.970954        0.997396              0.441682    0.894800        0.987000              00:08     
167       0.076493    0.977564        0.998197              0.455577    0.889000        0.985800              00:08     
168       0.079823    0.976162        0.997997              0.513222    0.887000        0.984600              00:08     
169       0.073002    0.978365        0.997796              0.533986    0.877800        0.983400              00:08     
170       0.092560    0.970553        0.997196              0.388231    0.901400        0.990000              00:08     
171       0.089641    0.974960        0.997396              0.408902    0.900400        0.989200              00:08     
172       0.083163    0.978165        0.998397              0.387035    0.900800        0.986600              00:08     
173       0.074486    0.979367        0.997796              0.387438    0.903200        0.989400              00:08     
174       0.075812    0.976162        0.997997              0.507845    0.887200        0.985000              00:08     
175       0.098085    0.971755        0.997596              0.497628    0.881000        0.980400              00:08     
176       0.084509    0.979167        0.998397              0.435345    0.892200        0.985400              00:08     
177       0.084365    0.975561        0.998798              0.383713    0.902600        0.989400              00:08     
178       0.085442    0.976362        0.998397              0.380597    0.902000        0.988600              00:08     
179       0.077544    0.977364        0.997796              0.465299    0.887000        0.985600              00:08     
180       0.098586    0.973758        0.997796              0.409677    0.885600        0.988600              00:08     
181       0.075658    0.980769        0.998397              0.397909    0.898800        0.990000              00:09     
182       0.093149    0.972957        0.997796              0.527252    0.876800        0.984800              00:08     
183       0.082819    0.976162        0.997596              0.479452    0.887200        0.984200              00:08     
184       0.090849    0.974559        0.998598              0.438211    0.890200        0.984600              00:08     
185       0.085056    0.976162        0.998397              0.493505    0.888600        0.982400              00:08     
186       0.076783    0.976963        0.997796              0.454794    0.887200        0.986000              00:08     
187       0.081395    0.976162        0.998998              0.479546    0.892000        0.984400              00:08     
188       0.077541    0.976562        0.998998              0.505923    0.887600        0.985400              00:08     
189       0.094961    0.972756        0.997396              0.423140    0.892800        0.987800              00:08     
190       0.089216    0.974559        0.998598              0.453529    0.890200        0.986800              00:08     
191       0.089384    0.974760        0.997997              0.429271    0.891000        0.985600              00:08     
192       0.074259    0.978766        0.998998              0.493194    0.895800        0.981600              00:08     
193       0.078348    0.978165        0.998397              0.435879    0.899000        0.982800              00:08     
194       0.081740    0.976362        0.998397              0.516011    0.887400        0.983400              00:08     
195       0.084836    0.975962        0.996995              0.425145    0.893400        0.986800              00:08     
196       0.071040    0.979167        0.998798              0.572578    0.880400        0.982600              00:08     
197       0.081549    0.974960        0.998598              0.432070    0.894600        0.986400              00:08     
198       0.070075    0.979768        0.998397              0.406809    0.904400        0.987800              00:08     
199       0.083030    0.973558        0.998798              0.463710    0.887600        0.984800              00:08     
200       0.075637    0.979968        0.997796              0.377886    0.900400        0.987400              00:08     
201       0.086021    0.975361        0.997796              0.421386    0.890600        0.985600              00:08     
202       0.082896    0.974960        0.997596              0.393239    0.906000        0.987600              00:08     
203       0.068715    0.980970        0.999399              0.427011    0.902600        0.989200              00:08     
204       0.074882    0.978365        0.997596              0.352815    0.909600        0.987000              00:08     
205       0.080517    0.978165        0.998397              0.436172    0.895600        0.987400              00:08     
206       0.071006    0.979367        0.998598              0.422715    0.897200        0.987800              00:08     
207       0.065395    0.981370        0.998798              0.400273    0.901800        0.987200              00:08     
208       0.080152    0.974760        0.997997              0.417815    0.894800        0.989000              00:08     
209       0.083473    0.975160        0.999199              0.421826    0.894200        0.985400              00:08     
210       0.083039    0.978365        0.998397              0.427535    0.887400        0.986000              00:08     
211       0.080536    0.976162        0.998798              0.409099    0.899400        0.986600              00:08     
212       0.082723    0.975761        0.999199              0.443203    0.891400        0.985000              00:08     
213       0.060186    0.984375        0.998598              0.408154    0.906600        0.987600              00:08     
214       0.070989    0.977965        0.998998              0.497668    0.885200        0.984200              00:08     
215       0.072671    0.974960        0.998998              0.444556    0.899200        0.986600              00:08     
216       0.078861    0.976162        0.997997              0.425484    0.903600        0.987800              00:08     
217       0.077222    0.977564        0.998598              0.431116    0.894800        0.987800              00:08     
218       0.073682    0.976562        0.998598              0.487992    0.887000        0.982200              00:08     
219       0.080941    0.975761        0.997596              0.496428    0.885800        0.985000              00:08     
220       0.077440    0.976562        0.998998              0.441070    0.893000        0.984800              00:08     
221       0.073841    0.978766        0.998397              0.446104    0.889600        0.982000              00:08     
222       0.074501    0.977564        0.997796              0.451803    0.895400        0.985400              00:08     
223       0.074079    0.980168        0.998397              0.408527    0.902600        0.988200              00:08     
224       0.067370    0.980168        0.998598              0.522781    0.875000        0.987800              00:08     
225       0.077712    0.976362        0.999199              0.441050    0.896600        0.985800              00:08     
226       0.072020    0.978766        0.998598              0.448288    0.900200        0.986600              00:09     
227       0.070201    0.979968        0.997596              0.538079    0.873000        0.987400              00:08     
228       0.076217    0.976763        0.998998              0.414158    0.905200        0.987200              00:08     
229       0.076195    0.976763        0.998798              0.443882    0.881200        0.982400              00:08     
230       0.082167    0.979367        0.998397              0.387646    0.899400        0.984000              00:08     
231       0.076938    0.976162        0.998397              0.478355    0.885600        0.982200              00:08     
232       0.073160    0.978566        0.998598              0.437074    0.887600        0.987800              00:09     
233       0.078614    0.978566        0.998798              0.410641    0.893200        0.986400              00:08     
234       0.062868    0.982772        0.998598              0.472903    0.899000        0.989200              00:09     
235       0.077149    0.977364        0.997997              0.452481    0.901000        0.986400              00:08     
236       0.071414    0.979567        0.997596              0.372416    0.904600        0.986400              00:08     
237       0.066684    0.980970        0.998598              0.508907    0.878000        0.986600              00:08     
238       0.067790    0.980769        0.998598              0.392586    0.896000        0.987600              00:08     
239       0.065798    0.980769        0.998598              0.514530    0.881000        0.984800              00:08     
240       0.068748    0.978766        0.998197              0.419141    0.899400        0.986800              00:08     
241       0.061604    0.981571        0.998998              0.402548    0.902200        0.984600              00:08     
242       0.060284    0.980569        0.998397              0.475799    0.889400        0.983000              00:08     
243       0.060509    0.979567        0.998798              0.424730    0.897800        0.984000              00:08     
