epoch     train_loss  train_accuracy  train_top_k_accuracy  valid_loss  valid_accuracy  valid_top_k_accuracy  time    
0         3.084373    0.100160        0.362380              2.855042    0.162600        0.506800              00:13     
1         2.730154    0.176282        0.553686              2.366538    0.267800        0.664800              00:11     
2         2.394464    0.255208        0.680889              2.168170    0.348600        0.731200              00:11     
3         2.136776    0.345753        0.758413              1.846470    0.432400        0.808600              00:11     
4         1.785606    0.459135        0.841346              1.519568    0.542200        0.862600              00:11     
5         1.439335    0.576322        0.894431              1.107359    0.661800        0.936400              00:11     
6         1.134904    0.650441        0.938702              0.811886    0.752200        0.957400              00:11     
7         0.927004    0.730769        0.961939              0.649086    0.801200        0.971800              00:11     
8         0.770182    0.771635        0.967548              0.672021    0.788200        0.967200              00:11     
9         0.691062    0.779647        0.976362              0.552555    0.822800        0.978200              00:11     
10        0.591865    0.826923        0.979968              0.624665    0.816800        0.972600              00:11     
11        0.568504    0.827724        0.978766              0.549400    0.826400        0.980000              00:11     
12        0.519128    0.853165        0.981771              0.429562    0.862000        0.989400              00:11     
13        0.488097    0.856170        0.984776              0.433551    0.861800        0.986400              00:11     
14        0.426410    0.868389        0.985577              0.430288    0.870200        0.984600              00:11     
15        0.416917    0.875401        0.985777              0.495738    0.854800        0.986200              00:11     
16        0.409483    0.874599        0.988982              0.450848    0.864200        0.987000              00:11     
17        0.363567    0.888421        0.990385              0.430545    0.873600        0.985000              00:11     
18        0.338722    0.895833        0.989383              0.445119    0.861400        0.984800              00:11     
19        0.354185    0.892428        0.989583              0.432738    0.873200        0.986000              00:11     
20        0.334674    0.902845        0.989984              0.443940    0.867600        0.984800              00:11     
21        0.332443    0.911458        0.988782              0.421646    0.868000        0.988000              00:11     
22        0.322875    0.905649        0.990184              0.403758    0.883800        0.988200              00:11     
23        0.294106    0.912660        0.991787              0.415302    0.879000        0.985600              00:11     
24        0.267954    0.924479        0.991787              0.413209    0.877800        0.986000              00:11     
25        0.263623    0.924679        0.993990              0.432105    0.876800        0.986000              00:11     
26        0.257260    0.925280        0.991987              0.429612    0.877000        0.985400              00:11     
27        0.262419    0.921875        0.992989              0.373857    0.886400        0.987200              00:11     
28        0.262947    0.918069        0.993590              0.432660    0.872800        0.984600              00:11     
29        0.252143    0.924880        0.991386              0.382345    0.888000        0.991400              00:11     
30        0.265651    0.918670        0.992788              0.421899    0.873600        0.986000              00:11     
31        0.211131    0.933494        0.994591              0.365161    0.898800        0.990200              00:11     
32        0.220906    0.930889        0.993990              0.353106    0.902600        0.987400              00:11     
33        0.234598    0.926282        0.992788              0.424030    0.878000        0.987400              00:11     
34        0.212213    0.939904        0.994391              0.447593    0.875600        0.988800              00:11     
35        0.219445    0.935897        0.995793              0.374570    0.888800        0.990800              00:11     
