epoch     train_loss  train_accuracy  train_top_k_accuracy  valid_loss  valid_accuracy  valid_top_k_accuracy  time    
0         1.004119    0.665665        0.908053              1.057418    0.725600        0.957200              00:22     
1         0.660724    0.814904        0.979567              0.424292    0.870800        0.988200              00:20     
2         0.495246    0.862780        0.988381              0.713208    0.813800        0.979000              00:20     
3         0.413397    0.880008        0.991186              0.400379    0.879200        0.989800              00:20     
4         0.358470    0.893830        0.991386              0.432193    0.867200        0.986800              00:20     
5         0.338317    0.893229        0.989984              0.332755    0.897400        0.991800              00:20     
6         0.305644    0.910056        0.993590              0.299723    0.911200        0.992600              00:20     
7         0.283272    0.914062        0.993590              0.357912    0.889000        0.989400              00:20     
8         0.280635    0.915865        0.992388              0.403510    0.876800        0.991600              00:20     
9         0.277787    0.916867        0.992588              0.355952    0.890200        0.990200              00:21     
10        0.247917    0.927885        0.994191              0.375236    0.889600        0.993400              00:20     
11        0.266085    0.915865        0.994591              0.357886    0.900600        0.990400              00:20     
12        0.206389    0.937099        0.997396              0.299356    0.917200        0.992000              00:21     
13        0.245276    0.927885        0.993790              0.408810    0.885000        0.986000              00:20     
14        0.226371    0.932492        0.995793              0.354991    0.899600        0.989600              00:21     
15        0.191979    0.943309        0.995793              0.390707    0.891400        0.987600              00:20     
16        0.196095    0.943109        0.994792              0.446605    0.882600        0.988400              00:20     
17        0.167854    0.950120        0.995793              0.244599    0.927800        0.995200              00:20     
18        0.178933    0.947716        0.995793              0.268825    0.920800        0.991800              00:21     
19        0.190988    0.942508        0.995994              0.373111    0.896000        0.989800              00:20     
20        0.161695    0.952925        0.996394              0.270385    0.920800        0.993400              00:21     
21        0.148582    0.955128        0.995593              0.247486    0.929800        0.994200              00:21     
22        0.136801    0.959736        0.996995              0.277786    0.923800        0.994000              00:21     
23        0.169959    0.947716        0.995793              0.304612    0.915200        0.992800              00:20     
24        0.153939    0.955128        0.997796              0.296597    0.918400        0.991800              00:20     
25        0.151753    0.952123        0.996795              0.294786    0.922800        0.993200              00:20     
26        0.142008    0.954928        0.997997              0.397101    0.891800        0.988800              00:20     
27        0.153694    0.951723        0.997196              0.324461    0.914400        0.992800              00:20     
28        0.129018    0.960537        0.997396              0.290393    0.920800        0.994400              00:20     
29        0.139439    0.960938        0.997196              0.302289    0.922200        0.993600              00:21     
30        0.136769    0.955929        0.997396              0.280380    0.921600        0.995600              00:20     
31        0.131964    0.959936        0.996394              0.319933    0.911000        0.992200              00:20     
32        0.122501    0.965345        0.997596              0.290524    0.924400        0.993000              00:21     
33        0.123394    0.963742        0.998598              0.311014    0.923600        0.991000              00:20     
34        0.131686    0.960136        0.998197              0.248502    0.933400        0.994800              00:20     
35        0.113837    0.967147        0.997796              0.226622    0.937600        0.996400              00:20     
36        0.094261    0.973357        0.999199              0.263950    0.931600        0.994400              00:20     
37        0.135646    0.954928        0.996394              0.248719    0.932400        0.992400              00:20     
38        0.125186    0.964543        0.996795              0.268449    0.927800        0.995200              00:20     
39        0.120634    0.963742        0.997596              0.380274    0.914200        0.991200              00:22     
40        0.120973    0.967348        0.996194              0.294700    0.922600        0.992400              00:21     
