epoch     train_loss  train_accuracy  train_top_k_accuracy  valid_loss  valid_accuracy  valid_top_k_accuracy  time    
0         0.883200    0.695112        0.923878              0.608529    0.818600        0.978000              00:14     
1         0.550836    0.856370        0.983574              0.419314    0.871400        0.990800              00:12     
2         0.458472    0.871394        0.989183              0.419728    0.873200        0.989400              00:13     
3         0.384491    0.880208        0.989583              0.421123    0.874800        0.989000              00:13     
4         0.361600    0.894030        0.989984              0.356416    0.886000        0.992000              00:12     
5         0.287313    0.919671        0.993389              0.461905    0.866000        0.986600              00:12     
6         0.289420    0.910056        0.991386              0.450811    0.872800        0.990000              00:12     
7         0.276906    0.916266        0.992788              0.313552    0.907400        0.993400              00:12     
8         0.264434    0.917468        0.993189              0.366199    0.885600        0.992400              00:12     
9         0.261407    0.921474        0.993590              0.288148    0.910400        0.993200              00:11     
10        0.234688    0.936098        0.992588              0.260222    0.921400        0.992600              00:13     
11        0.216850    0.933093        0.996194              0.250754    0.925200        0.993200              00:13     
12        0.181211    0.947316        0.996194              0.289446    0.917800        0.994800              00:12     
13        0.204260    0.937300        0.995593              0.276123    0.915600        0.993000              00:12     
14        0.185647    0.945513        0.995793              0.240583    0.925200        0.994600              00:12     
15        0.188948    0.947917        0.996795              0.255522    0.924200        0.994800              00:12     
16        0.183553    0.943510        0.996194              0.246387    0.926600        0.993600              00:12     
17        0.179975    0.945513        0.996194              0.235779    0.936000        0.992800              00:12     
18        0.162766    0.952123        0.996194              0.317590    0.913200        0.994400              00:11     
19        0.164692    0.950521        0.997396              0.264611    0.928200        0.993200              00:12     
20        0.146715    0.958934        0.997997              0.280285    0.925800        0.993400              00:12     
21        0.144601    0.950921        0.997997              0.247663    0.925000        0.995600              00:11     
22        0.149077    0.952524        0.995793              0.266239    0.925200        0.993600              00:11     
23        0.150211    0.955329        0.996995              0.276163    0.919200        0.991600              00:11     
24        0.136479    0.958934        0.997396              0.225133    0.937800        0.995800              00:12     
25        0.140784    0.956931        0.998598              0.253033    0.929000        0.994200              00:11     
26        0.132137    0.963742        0.996394              0.378957    0.903800        0.992600              00:13     
27        0.132324    0.955929        0.997396              0.245142    0.927400        0.995400              00:12     
28        0.156062    0.951723        0.995994              0.301902    0.917200        0.992000              00:11     
29        0.134529    0.958934        0.997596              0.251582    0.932600        0.993800              00:12     
30        0.131062    0.962139        0.997396              0.270660    0.924400        0.993600              00:11     
31        0.125671    0.962740        0.998197              0.270917    0.930400        0.995400              00:11     
32        0.116541    0.967348        0.997396              0.255112    0.931000        0.993600              00:12     
33        0.119478    0.967348        0.997997              0.280640    0.928800        0.993000              00:11     
34        0.126519    0.959135        0.997997              0.284698    0.927800        0.994800              00:12     
35        0.113676    0.963341        0.996995              0.293453    0.921600        0.995000              00:12     
36        0.102105    0.967748        0.998998              0.240142    0.937400        0.995000              00:11     
37        0.116596    0.966546        0.997997              0.307125    0.918800        0.990400              00:11     
38        0.119434    0.964744        0.998397              0.326131    0.918400        0.995000              00:11     
39        0.102886    0.970152        0.997396              0.252594    0.930800        0.995000              00:12     
40        0.098118    0.970553        0.998798              0.338230    0.907800        0.992800              00:11     
41        0.120094    0.962941        0.997796              0.357408    0.912200        0.990800              00:12     
42        0.110744    0.967348        0.998798              0.229119    0.934400        0.995400              00:11     
43        0.100067    0.972957        0.997396              0.215020    0.942200        0.994800              00:14     
44        0.110179    0.963341        0.998397              0.256210    0.931200        0.993400              00:12     
