epoch     train_loss  train_accuracy  train_top_k_accuracy  valid_loss  valid_accuracy  valid_top_k_accuracy  time    
0         3.244968    0.074119        0.294271              2.874641    0.141200        0.461200              00:12     
1         2.634555    0.205128        0.586939              2.214523    0.306600        0.704200              00:10     
2         2.373764    0.270032        0.680889              2.065985    0.363400        0.748000              00:11     
3         2.106432    0.344151        0.758614              1.916813    0.405400        0.778600              00:10     
4         1.985595    0.373598        0.772636              1.867906    0.421000        0.794600              00:10     
5         1.864498    0.404447        0.803085              1.662981    0.463400        0.828800              00:10     
6         1.809818    0.434696        0.823918              1.592292    0.499800        0.855600              00:10     
7         1.732594    0.472155        0.836538              1.613645    0.514800        0.839600              00:11     
8         1.610198    0.497196        0.864383              1.369090    0.578600        0.882600              00:11     
9         1.533340    0.520232        0.869191              1.361441    0.588000        0.886600              00:11     
10        1.436102    0.560897        0.881010              1.277100    0.603000        0.903600              00:11     
11        1.355516    0.575921        0.897837              1.183856    0.640200        0.906800              00:10     
12        1.326191    0.589543        0.899038              1.160610    0.639600        0.916400              00:11     
13        1.201920    0.635417        0.922676              1.050719    0.678200        0.928000              00:11     
14        1.243723    0.619591        0.913261              1.019028    0.691200        0.932200              00:11     
15        1.152587    0.649840        0.926883              1.062660    0.674000        0.930800              00:11     
16        1.131374    0.650040        0.929087              1.242092    0.644600        0.921000              00:10     
17        1.077175    0.675681        0.941306              0.943533    0.716600        0.941600              00:10     
18        1.048090    0.688502        0.935897              0.882203    0.740000        0.947000              00:11     
19        1.012862    0.699920        0.944111              0.952877    0.710800        0.942400              00:10     
20        0.953339    0.719752        0.946114              0.942417    0.713400        0.940400              00:11     
21        0.913107    0.717949        0.947516              0.863095    0.750000        0.946800              00:11     
22        0.914667    0.728365        0.950120              0.935514    0.725200        0.947400              00:10     
23        0.928361    0.719752        0.942708              0.889824    0.736800        0.947400              00:10     
24        0.906172    0.724559        0.945713              0.821370    0.754600        0.950000              00:11     
25        0.865947    0.735377        0.956931              0.846915    0.752800        0.947800              00:11     
26        0.810878    0.756410        0.963141              0.838120    0.760200        0.955200              00:11     
27        0.879482    0.738181        0.952724              0.959485    0.728000        0.938800              00:11     
28        0.771784    0.767428        0.965345              0.908804    0.744400        0.949400              00:11     
29        0.779267    0.764423        0.962941              0.818094    0.755200        0.953000              00:11     
30        0.779896    0.762220        0.960737              0.831198    0.760600        0.950000              00:10     
31        0.751883    0.785857        0.964343              0.803535    0.775600        0.958400              00:10     
32        0.736661    0.785056        0.965545              0.731240    0.779200        0.966200              00:10     
33        0.769556    0.765024        0.960537              0.718387    0.795200        0.961400              00:10     
34        0.708362    0.793269        0.970753              0.723725    0.788600        0.963400              00:11     
35        0.711061    0.781851        0.966346              0.860408    0.752800        0.957000              00:11     
36        0.672164    0.805489        0.970954              0.769160    0.786600        0.960800              00:11     
37        0.666507    0.793069        0.972556              0.808369    0.765600        0.960000              00:10     
38        0.657582    0.800280        0.969752              0.714097    0.794000        0.963800              00:11     
39        0.640729    0.812500        0.973357              0.757860    0.787400        0.961400              00:10     
40        0.664706    0.807292        0.969952              0.865629    0.753400        0.948000              00:11     
41        0.637311    0.805889        0.978165              0.837185    0.761000        0.949400              00:11     
42        0.657872    0.809896        0.971354              0.740442    0.783800        0.963800              00:11     
43        0.607356    0.817708        0.972556              0.741615    0.799400        0.962200              00:11     
44        0.631251    0.816907        0.969952              0.739768    0.787200        0.961200              00:11     
45        0.612315    0.815104        0.978966              0.744654    0.791600        0.963000              00:10     
46        0.577381    0.831731        0.975361              0.689263    0.812600        0.963800              00:10     
47        0.619520    0.810497        0.972356              0.810282    0.774800        0.956200              00:11     
48        0.611659    0.816707        0.975561              0.822284    0.765000        0.951800              00:10     
49        0.591046    0.821915        0.976362              0.790188    0.786400        0.959000              00:10     
50        0.600934    0.819912        0.971354              0.629114    0.820600        0.967600              00:11     
51        0.623078    0.822516        0.976162              0.691839    0.801400        0.968800              00:11     
52        0.581377    0.834535        0.976763              0.759408    0.792200        0.962000              00:11     
53        0.586685    0.825321        0.975160              0.892734    0.755400        0.946400              00:11     
54        0.561053    0.837139        0.976963              0.879132    0.775800        0.960000              00:11     
55        0.550586    0.838942        0.978365              0.674474    0.812200        0.965600              00:11     
56        0.560814    0.838141        0.976562              0.775831    0.795200        0.963600              00:10     
57        0.609420    0.819712        0.974559              0.746569    0.797600        0.958000              00:10     
58        0.534133    0.840946        0.978165              0.713859    0.809400        0.968400              00:10     
59        0.530849    0.847957        0.979167              0.668257    0.815800        0.969400              00:10     
60        0.552648    0.831330        0.976162              0.695776    0.813200        0.964800              00:10     
61        0.583221    0.830729        0.973558              0.929308    0.761000        0.951400              00:11     
62        0.560867    0.839343        0.976763              0.675375    0.804200        0.969800              00:11     
63        0.547574    0.837740        0.975761              0.880023    0.764000        0.953600              00:11     
64        0.547112    0.837941        0.980168              0.697241    0.808600        0.968800              00:11     
65        0.537114    0.842748        0.979968              0.718826    0.809800        0.966000              00:11     
66        0.499378    0.855168        0.981971              0.694371    0.810200        0.966600              00:11     
67        0.532417    0.839543        0.981170              0.726320    0.798800        0.963800              00:11     
68        0.536783    0.844151        0.978966              0.740693    0.794800        0.962200              00:11     
69        0.526570    0.836138        0.978365              0.713947    0.815000        0.968800              00:10     
70        0.503030    0.856571        0.979567              0.716586    0.814400        0.970200              00:10     
71        0.551553    0.839944        0.977163              0.737122    0.791000        0.960200              00:10     
72        0.496574    0.858774        0.982372              0.709266    0.811800        0.965800              00:11     
73        0.507015    0.853566        0.977564              0.753503    0.801000        0.960000              00:11     
74        0.496077    0.848558        0.980569              0.750961    0.798600        0.964400              00:11     
75        0.512813    0.847356        0.980769              0.826053    0.785200        0.957400              00:11     
76        0.487052    0.856370        0.982171              0.777759    0.794600        0.959800              00:10     
77        0.483518    0.853566        0.980769              0.681649    0.820200        0.969800              00:11     
78        0.517108    0.849159        0.981170              0.811355    0.792400        0.960000              00:11     
79        0.508257    0.844551        0.978566              0.791975    0.798600        0.957000              00:11     
80        0.549087    0.847356        0.978165              0.993066    0.756200        0.949000              00:11     
81        0.476762    0.856170        0.983173              0.688404    0.830200        0.969600              00:11     
82        0.519085    0.847756        0.977564              0.831539    0.797200        0.960800              00:11     
83        0.496722    0.849359        0.984375              0.757190    0.812000        0.962800              00:11     
84        0.516415    0.853365        0.981370              0.718841    0.807800        0.965600              00:11     
85        0.510936    0.853766        0.980970              0.678936    0.810600        0.963400              00:11     
86        0.494377    0.859175        0.980569              0.748478    0.802000        0.965600              00:11     
87        0.509820    0.850761        0.979367              0.782415    0.786200        0.959000              00:11     
88        0.521708    0.849359        0.978566              0.735223    0.799600        0.966800              00:11     
89        0.488427    0.861779        0.983173              0.712937    0.812400        0.969000              00:11     
90        0.518326    0.855569        0.980769              0.812184    0.783600        0.958400              00:11     
91        0.471434    0.862179        0.983774              0.716238    0.810800        0.964200              00:11     
92        0.477289    0.860377        0.985777              0.682275    0.810600        0.967400              00:11     
