epoch     train_loss  train_accuracy  train_top_k_accuracy  valid_loss  valid_accuracy  valid_top_k_accuracy  time    
0         3.377330    0.066506        0.275240              3.206034    0.075800        0.293000              00:25     
1         3.226653    0.085537        0.304487              3.157402    0.108600        0.316800              00:23     
2         3.017349    0.120393        0.392228              2.763897    0.169200        0.503200              00:23     
3         2.787264    0.167468        0.523237              2.473137    0.242000        0.620200              00:23     
4         2.604576    0.220553        0.602764              2.444452    0.258800        0.638200              00:23     
5         2.522532    0.235978        0.622997              2.409607    0.231600        0.658200              00:23     
6         2.370555    0.288462        0.678886              2.205675    0.346200        0.704800              00:23     
7         2.237450    0.327925        0.715144              2.076708    0.364200        0.736000              00:23     
8         2.121487    0.342949        0.744992              1.934799    0.391200        0.785000              00:23     
9         2.053169    0.367588        0.766026              1.901588    0.401200        0.800200              00:23     
10        1.989554    0.397436        0.787059              1.876412    0.416800        0.799400              00:23     
11        1.953269    0.397837        0.786859              1.817122    0.423400        0.808000              00:23     
12        1.891999    0.419872        0.810897              1.677405    0.473200        0.840800              00:23     
13        1.800643    0.448317        0.827324              1.681065    0.483600        0.837600              00:23     
14        1.734835    0.456530        0.830929              1.544070    0.525200        0.856000              00:23     
15        1.656806    0.487780        0.851763              1.540944    0.521400        0.867800              00:23     
16        1.592284    0.500601        0.869591              1.527362    0.528000        0.867000              00:23     
17        1.538887    0.522236        0.877804              1.419835    0.571800        0.883400              00:23     
18        1.479525    0.540665        0.883614              1.393205    0.558600        0.888200              00:23     
19        1.418134    0.561498        0.894231              1.247195    0.614600        0.905000              00:23     
20        1.392965    0.568309        0.893229              1.319325    0.590200        0.898600              00:23     
21        1.365798    0.583333        0.905649              1.272741    0.602600        0.899800              00:23     
22        1.295375    0.615184        0.912260              1.281904    0.604200        0.904200              00:23     
23        1.213913    0.628205        0.923678              1.157794    0.641600        0.916800              00:23     
24        1.197286    0.631611        0.924279              1.333879    0.585800        0.900200              00:23     
25        1.173739    0.633614        0.922877              1.291242    0.598200        0.907400              00:23     
26        1.143369    0.635216        0.932893              1.167077    0.629800        0.920400              00:23     
27        1.092279    0.662861        0.936298              1.143245    0.650000        0.922400              00:23     
28        1.075208    0.670473        0.939303              1.142171    0.640000        0.929000              00:23     
29        1.038432    0.685497        0.941907              1.034216    0.687200        0.931200              00:23     
30        0.997300    0.690104        0.945713              1.044874    0.681200        0.930800              00:23     
31        0.975234    0.697115        0.948918              0.964655    0.699800        0.941400              00:23     
32        0.923500    0.714343        0.955729              0.938021    0.707200        0.946800              00:23     
33        0.904454    0.718349        0.955729              0.963726    0.707000        0.940000              00:23     
34        0.877729    0.736779        0.957532              0.955955    0.705400        0.943200              00:23     
35        0.808887    0.750401        0.964143              0.920747    0.718600        0.943400              00:23     
36        0.807361    0.753806        0.967748              0.968315    0.706400        0.939600              00:23     
37        0.784621    0.762019        0.964143              0.964194    0.704400        0.943600              00:23     
38        0.786024    0.755008        0.967147              0.997663    0.702800        0.939200              00:23     
39        0.746139    0.776042        0.971554              0.953489    0.708600        0.948400              00:23     
40        0.739099    0.773237        0.970553              0.995632    0.697400        0.949200              00:23     
41        0.695484    0.787260        0.972556              0.893560    0.735400        0.954000              00:23     
42        0.710031    0.788462        0.969151              0.894713    0.727600        0.948200              00:23     
43        0.662489    0.805689        0.976362              0.910342    0.729400        0.951600              00:23     
44        0.652718    0.798478        0.976362              0.951928    0.718800        0.945000              00:23     
45        0.620649    0.811298        0.978966              0.991003    0.713800        0.943000              00:23     
46        0.624235    0.803285        0.977364              0.972940    0.714000        0.941600              00:23     
47        0.596310    0.824519        0.977163              0.812620    0.759800        0.953000              00:23     
48        0.575874    0.823317        0.981170              0.842733    0.758400        0.952200              00:23     
49        0.570379    0.829127        0.977764              0.921289    0.733600        0.950200              00:23     
50        0.543380    0.836338        0.980970              0.961864    0.727600        0.949800              00:23     
51        0.502591    0.850761        0.984776              0.883091    0.741400        0.951200              00:23     
52        0.515058    0.843550        0.982171              0.926601    0.739600        0.949600              00:23     
53        0.512419    0.839744        0.982572              0.980820    0.724000        0.944800              00:23     
54        0.490971    0.854567        0.982772              0.829882    0.762000        0.959600              00:23     
55        0.465825    0.860978        0.985978              0.900177    0.742000        0.953200              00:23     
56        0.492216    0.848958        0.984575              0.919010    0.742800        0.948200              00:23     
57        0.438016    0.868790        0.986178              0.890984    0.741600        0.955400              00:23     
58        0.434762    0.875000        0.986579              0.865946    0.759600        0.959000              00:23     
59        0.459115    0.858574        0.986378              0.877052    0.756000        0.956200              00:24     
60        0.437222    0.864984        0.984976              0.802308    0.774600        0.959000              00:23     
61        0.432791    0.872997        0.985377              1.022709    0.724600        0.948200              00:23     
62        0.437211    0.871795        0.984375              0.831082    0.773200        0.958600              00:23     
63        0.417705    0.874800        0.986579              0.892300    0.755200        0.949600              00:24     
64        0.431878    0.868189        0.989984              0.880690    0.753000        0.958400              00:24     
65        0.408031    0.879407        0.987981              0.807315    0.771400        0.960400              00:24     
66        0.397720    0.882612        0.986979              0.882306    0.761800        0.959200              00:23     
67        0.411997    0.876603        0.989183              0.987741    0.737000        0.948200              00:24     
68        0.405949    0.876202        0.987981              1.036983    0.725800        0.946400              00:23     
69        0.370845    0.887620        0.989784              0.868151    0.759400        0.956800              00:23     
70        0.362146    0.893229        0.990785              0.864902    0.765000        0.958400              00:23     
71        0.377220    0.886819        0.990585              0.930531    0.750200        0.954000              00:23     
72        0.339545    0.905048        0.989984              0.883332    0.753000        0.954800              00:23     
73        0.365215    0.888421        0.988782              0.879190    0.760200        0.961400              00:23     
