epoch     train_loss  train_accuracy  train_top_k_accuracy  valid_loss  valid_accuracy  valid_top_k_accuracy  time    
0         1.103024    0.648638        0.902444              1.287497    0.654600        0.917200              00:09     
1         0.794789    0.784054        0.967949              1.218449    0.704800        0.936000              00:07     
2         0.681651    0.809295        0.979567              0.680223    0.798800        0.970000              00:09     
3         0.556372    0.837139        0.980569              0.525834    0.846600        0.980600              00:07     
4         0.498209    0.846755        0.985577              0.709641    0.801600        0.967800              00:08     
5         0.484388    0.860377        0.984175              0.497450    0.851200        0.984000              00:07     
6         0.449765    0.861178        0.987380              0.630643    0.821400        0.981200              00:07     
7         0.396695    0.879207        0.987981              0.663611    0.811800        0.975600              00:08     
8         0.411428    0.872796        0.988181              0.571059    0.826800        0.977800              00:07     
9         0.396693    0.886619        0.989583              0.577614    0.837400        0.977600              00:08     
10        0.365476    0.886418        0.989984              1.233422    0.721200        0.917200              00:08     
11        0.359079    0.890024        0.990184              0.456007    0.865800        0.984800              00:08     
12        0.333698    0.904447        0.990986              0.492460    0.866000        0.982800              00:08     
13        0.308649    0.903446        0.992588              0.425135    0.881800        0.987200              00:07     
14        0.292082    0.910657        0.992388              0.417769    0.875800        0.988800              00:08     
15        0.300683    0.910056        0.991587              0.520027    0.853400        0.981400              00:09     
16        0.275730    0.917067        0.989583              0.422953    0.874400        0.986400              00:08     
17        0.282900    0.911058        0.994391              0.592948    0.842200        0.976600              00:08     
18        0.276541    0.922476        0.992588              0.444935    0.873400        0.987400              00:08     
19        0.249868    0.928285        0.993790              0.508952    0.865400        0.983400              00:08     
20        0.267237    0.918870        0.990785              0.394909    0.884000        0.987600              00:08     
21        0.239779    0.931691        0.993790              0.397791    0.882800        0.988200              00:08     
22        0.259067    0.915064        0.991787              0.409938    0.885000        0.989400              00:08     
23        0.235067    0.931490        0.996194              0.549864    0.844000        0.978400              00:07     
24        0.207999    0.935697        0.995994              0.530949    0.866800        0.982600              00:09     
25        0.213843    0.933694        0.994992              0.453641    0.877000        0.987400              00:08     
26        0.216787    0.935296        0.993790              0.773418    0.800400        0.964400              00:08     
27        0.200994    0.938301        0.995593              0.405637    0.887600        0.989200              00:08     
28        0.192795    0.941306        0.996995              0.452957    0.881000        0.987200              00:07     
29        0.213519    0.934495        0.995593              0.414196    0.890800        0.987800              00:08     
30        0.224525    0.932292        0.995793              0.306765    0.912400        0.987800              00:08     
31        0.195985    0.943910        0.995994              0.660139    0.835800        0.979600              00:08     
32        0.212034    0.934095        0.994992              0.351713    0.903200        0.991000              00:08     
33        0.193932    0.944912        0.994591              0.419301    0.890400        0.989600              00:08     
34        0.182146    0.950521        0.995994              0.466383    0.873800        0.983800              00:08     
35        0.203196    0.940905        0.996795              0.419058    0.882600        0.987800              00:07     
